ITEM,LOTNO,TESTID,LOW,HIGH,NTARGET,NRESULT,ADDDATE,Dev
COMPLETE,105193,WAVELENGTH,645,655,650,652.5,2/26/2013,-2.5
COMPLETE,105484,WAVELENGTH,645,655,650,652.5,3/1/2013,-2.5
COMPLETE,105668,WAVELENGTH,645,655,650,652,3/5/2013,-2
COMPLETE,105707,WAVELENGTH,645,655,650,651.5,3/5/2013,-1.5
TSK2039,105669,WAVELENGTH,574.5,576.5,575.5,576.5,3/5/2013,-1
TSK2039,106022,WAVELENGTH,574.5,576.5,575.5,575,3/19/2013,0.5
TSK2039,106180,WAVELENGTH,574.5,576.5,575.5,574.5,3/26/2013,1
TSK2039,106560,WAVELENGTH,574.5,576.5,575.5,574.5,3/26/2013,1
COMPLETE,106616,WAVELENGTH,645,655,650,652,4/2/2013,-2
TSK2039,106617,WAVELENGTH,574.5,576.5,575.5,576,4/5/2013,-0.5
TSK2039,106727,WAVELENGTH,574.5,576.5,575.5,575.5,4/12/2013,0
COMPLETE,107636,WAVELENGTH,645,655,650,652.5,4/23/2013,-2.5
COMPLETE,107773,WAVELENGTH,645,655,650,651,4/23/2013,-1
COMPLETE,107900,WAVELENGTH,645,655,650,652.5,5/7/2013,-2.5
TSK2039,107493,WAVELENGTH,574.5,576.5,575.5,575,5/7/2013,0.5
TSK2039,107812,WAVELENGTH,574.5,576.5,575.5,575,5/14/2013,0.5
COMPLETE,108441,WAVELENGTH,645,655,650,653,5/21/2013,-3
COMPLETE,109018,WAVELENGTH,645,655,650,651.5,5/28/2013,-1.5
TSK2039,108698,WAVELENGTH,574.5,576.5,575.5,575.5,5/31/2013,0
TSK2039,109020,WAVELENGTH,574.5,576.5,575.5,575.5,5/31/2013,0
COMPLETE,109527,WAVELENGTH,645,655,650,652,6/11/2013 0:00,-2
TSK2039,109531,WAVELENGTH,574.5,576.5,575.5,575,6/18/2013,0.5
TSK2039,110017,WAVELENGTH,574.5,576.5,575.5,576.5,6/28/2013,-1
TSK2039,109913,WAVELENGTH,574.5,576.5,575.5,575,7/2/2013,0.5
TSK2039,110473,WAVELENGTH,574.5,576.5,575.5,575,7/9/2013,0.5
COMPLETE,110761,WAVELENGTH,645,655,650,651.5,7/12/2013 0:00,-1.5
COMPLETE,110781,WAVELENGTH,645,655,650,651.5,7/12/2013 0:00,-1.5
TSK2039,110945,WAVELENGTH,574.5,576.5,575.5,575,7/30/2013,0.5
TSK2039,111398,WAVELENGTH,574.5,576.5,575.5,576,7/30/2013,-0.5
COMPLETE,111774,WAVELENGTH,645,655,650,652,8/13/2013 0:00,-2
TSK2039,111296,WAVELENGTH,574.5,576.5,575.5,575,8/13/2013,0.5
COMPLETE,111977,WAVELENGTH,645,655,650,651.5,8/20/2013 0:00,-1.5
COMPLETE,112157,WAVELENGTH,645,655,650,651,8/23/2013 0:00,-1
TSK2039,111882,WAVELENGTH,574.5,576.5,575.5,575,8/23/2013,0.5
TSK2039,112484,WAVELENGTH,574.5,576.5,575.5,576,9/17/2013,-0.5
COMPLETE,113323,WAVELENGTH,645,655,650,650,9/20/2013 0:00,0
TSK2039,113324,WAVELENGTH,574.5,576.5,575.5,575,9/20/2013,0.5
COMPLETE,114235,WAVELENGTH,645,655,650,650,10/15/2013 0:00,0
TSK2039,113469,WAVELENGTH,574.5,576.5,575.5,575,10/15/2013,0.5
COMPLETE,114478,WAVELENGTH,645,655,650,651.5,10/18/2013 0:00,-1.5
TSK2039,114414,WAVELENGTH,574.5,576.5,575.5,575,10/18/2013,0.5
